VARIABLES="Iteration""N_Residuals""Rate_Residuals""SpecificR_Max"
0 38 5.75758 3333.33
1 124 18.7879 1885.95
2 224 33.9394 1085.38
3 342 51.8182 1010.25
4 452 68.4848 878.742
5 490 74.2424 824.764
6 534 80.9091 762.182
7 588 89.0909 716.207
8 608 92.1212 675.649
9 622 94.2424 641.291
10 622 94.2424 610.454
11 622 94.2424 583.396
12 626 94.8485 559.202
13 630 95.4545 537.349
14 632 95.7576 517.473
15 632 95.7576 499.301
16 632 95.7576 482.61
17 632 95.7576 467.219
18 634 96.0606 452.979
19 634 96.0606 441.202
20 634 96.0606 430.685
21 634 96.0606 420.756
22 634 96.0606 411.365
23 636 96.3636 402.47
24 636 96.3636 394.032
25 636 96.3636 386.019
26 638 96.6667 378.401
27 638 96.6667 371.151
28 638 96.6667 364.245
29 638 96.6667 357.662
30 638 96.6667 351.382
31 638 96.6667 345.387
32 638 96.6667 339.661
33 638 96.6667 334.189
34 638 96.6667 328.957
35 636 96.3636 323.952
36 636 96.3636 319.162
37 636 96.3636 314.577
38 636 96.3636 310.185
39 636 96.3636 305.978
40 636 96.3636 301.945
41 636 96.3636 298.078
42 636 96.3636 294.369
43 638 96.6667 290.811
44 638 96.6667 287.397
45 638 96.6667 284.118
46 638 96.6667 280.97
47 638 96.6667 277.945
48 638 96.6667 275.038
49 638 96.6667 272.244
50 636 96.3636 269.557
51 636 96.3636 266.972
52 636 96.3636 264.484
53 636 96.3636 262.089
54 636 96.3636 259.783
55 636 96.3636 257.561
56 636 96.3636 255.42
57 636 96.3636 253.356
58 636 96.3636 251.365
59 636 96.3636 249.444
60 636 96.3636 247.59
61 636 96.3636 245.799
62 638 96.6667 244.069
63 638 96.6667 242.398
64 638 96.6667 240.781
65 638 96.6667 239.218
66 638 96.6667 237.705
67 638 96.6667 236.24
68 638 96.6667 234.821
69 638 96.6667 233.446
70 638 96.6667 232.112
71 638 96.6667 230.819
72 638 96.6667 229.564
73 638 96.6667 228.346
74 638 96.6667 227.162
75 638 96.6667 226.012
76 638 96.6667 224.893
77 638 96.6667 223.805
78 638 96.6667 222.746
79 638 96.6667 221.714
80 638 96.6667 220.71
81 638 96.6667 219.73
82 638 96.6667 218.775
83 638 96.6667 217.842
84 638 96.6667 216.932
85 638 96.6667 216.043
86 638 96.6667 215.175
87 638 96.6667 214.325
88 638 96.6667 213.494
89 638 96.6667 212.681
90 638 96.6667 211.885
91 638 96.6667 211.105
92 638 96.6667 210.34
93 638 96.6667 209.591
94 638 96.6667 208.855
95 638 96.6667 208.133
96 638 96.6667 207.424
97 638 96.6667 206.728
98 638 96.6667 206.043
99 638 96.6667 205.37
100 638 96.6667 204.708
101 638 96.6667 204.056
102 638 96.6667 203.415
103 638 96.6667 202.783
104 638 96.6667 202.161
105 638 96.6667 201.547
106 638 96.6667 200.942
107 638 96.6667 200.345
108 638 96.6667 199.755
109 638 96.6667 199.174
110 638 96.6667 198.599
111 638 96.6667 198.032
112 638 96.6667 197.471
113 638 96.6667 196.917
114 638 96.6667 196.368
115 638 96.6667 195.826
116 638 96.6667 195.29
117 638 96.6667 194.758
118 638 96.6667 194.233
119 638 96.6667 193.712
120 638 96.6667 193.196
121 638 96.6667 192.685
122 638 96.6667 192.178
123 638 96.6667 191.676
124 638 96.6667 191.178
125 638 96.6667 190.684
126 638 96.6667 190.194
127 638 96.6667 189.707
128 638 96.6667 189.225
129 638 96.6667 188.746
130 638 96.6667 188.27
131 638 96.6667 187.797
132 638 96.6667 187.328
133 638 96.6667 186.862
134 638 96.6667 186.399
135 638 96.6667 185.939
136 638 96.6667 185.481
137 638 96.6667 185.026
138 638 96.6667 184.574
139 638 96.6667 184.124
140 638 96.6667 183.677
141 638 96.6667 183.232
142 638 96.6667 182.79
143 638 96.6667 182.35
144 638 96.6667 181.912
145 638 96.6667 181.476
146 638 96.6667 181.042
147 638 96.6667 180.61
148 638 96.6667 180.18
149 638 96.6667 179.752
150 638 96.6667 179.326
151 638 96.6667 178.902
152 638 96.6667 178.48
153 638 96.6667 178.059
154 638 96.6667 177.64
155 638 96.6667 177.222
156 638 96.6667 176.806
157 638 96.6667 176.392
158 638 96.6667 175.979
159 638 96.6667 175.568
160 638 96.6667 175.159
161 638 96.6667 174.75
162 638 96.6667 174.343
163 638 96.6667 173.938
164 638 96.6667 173.534
165 638 96.6667 173.131
166 638 96.6667 172.729
167 638 96.6667 172.329
168 638 96.6667 171.93
169 638 96.6667 171.533
170 638 96.6667 171.136
171 638 96.6667 170.741
172 638 96.6667 170.347
173 638 96.6667 169.954
174 638 96.6667 169.562
175 638 96.6667 169.171
176 638 96.6667 168.782
177 638 96.6667 168.393
178 638 96.6667 168.006
179 638 96.6667 167.62
180 638 96.6667 167.234
181 638 96.6667 166.85
182 638 96.6667 166.467
183 638 96.6667 166.085
184 638 96.6667 165.703
185 638 96.6667 165.323
186 638 96.6667 164.944
187 638 96.6667 164.566
188 638 96.6667 164.189
189 638 96.6667 163.812
190 638 96.6667 163.437
191 638 96.6667 163.062
192 638 96.6667 162.689
193 638 96.6667 162.316
194 638 96.6667 161.944
195 638 96.6667 161.574
196 638 96.6667 161.204
197 638 96.6667 160.835
198 638 96.6667 160.466
199 638 96.6667 160.099
200 638 96.6667 159.733
201 638 96.6667 159.367
202 638 96.6667 159.002
203 638 96.6667 158.638
204 638 96.6667 158.275
205 638 96.6667 157.913
206 638 96.6667 157.552
207 638 96.6667 157.191
208 638 96.6667 156.831
209 638 96.6667 156.472
210 638 96.6667 156.114
211 638 96.6667 155.757
212 638 96.6667 155.4
213 638 96.6667 155.045
214 638 96.6667 154.69
215 638 96.6667 154.336
216 638 96.6667 153.982
217 638 96.6667 153.63
218 638 96.6667 153.278
219 638 96.6667 152.927
220 638 96.6667 152.576
